Name,Rating,Price Rs,RAM Gb,ROM Gb,Expandable GB,Size Cm,Size Inch,R1 Cam MP,R2 Cam MP,R3 Cam MP,R4 Cam MP,Battery Mah,Processor,Image
"Samsung Galaxy S9 (Midnight Black, 64 GB)",4.4,"24,999",4,64,400,14.73,5.8,12,,,,3000,Exynos 9810 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Y2 (Dark Grey, 64 GB)",4.4,"12,970",4,64,256,15.21,5.99,12,5,,,3080,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Asus ROG Phone 3 (Black, 128 GB)",4.4,"49,999",8,128,,16.74,6.59,64,13,5,,6000,Qualcomm Snapdragon 865+ (SM8250) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi A2 (Lake Blue, 128 GB)",4.1,"17,500",6,128,,15.21,5.99,20,12,,,3010,Qualcomm Snapdragon 660 AIE Processor,https://rukminim1.flixcart.com/image/312/312/jyxaw7k0/mobile/z/9/m/mi-mi-a2-mzb6440in-original-imaf9c7j9k2ygcby.jpeg?q=70
"Samsung Galaxy S20 Ultra (Cosmic Black, 128 GB)",4.3,"97,999",12,128,1,17.53,6.9,108,48,12,,5000,Exynos 990 Processor,https://rukminim1.flixcart.com/image/312/312/k6mibgw0/mobile/h/e/h/samsung-galaxy-s20-ultra-sm-g988bzkpinu-original-imafpfkbuzspsjdf.jpeg?q=70
"Nokia 2.3 (Charcoal, 32 GB)",4.1,"9,999",2,32,512,15.75,6.2,13,2,,,4000,MediaTek Helio A22 Processor,https://rukminim1.flixcart.com/image/312/312/k9a8tjk0/mobile/z/r/d/nokia-2-3-ta-1209-original-imafr3wtjfjyfefc.jpeg?q=70
"Vivo V9 (Pearl Black (Golden Line), 64 GB)",4.5,"23,990",4,64,256,16,6.3,16,5,,,3260,Qualcomm Snapdragon 626 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 9 Pro Max (Glacier White, 64 GB)",4.5,"18,778",6,64,,16.94,6.67,64,,,,5020,Qualcomm Snapdragon 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"LG Q60 (Blue, 64 GB)",4.2,"13,288",3,64,,15.9,6.26,16,,,,3500,Cortex A53 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo V11 (Starry Night Black, 64 GB)",4.5,"24,990",6,64,256,16,6.3,16,5,,,3315,MediaTek P60 Octa Core 2.0 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 9 pro max (Aurora Blue, 64 GB)",4.5,"17,900",6,64,,16.94,6.67,64,,,,5020,Cortex A53 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Ismart I1 Extreme (Purple, 16 GB)",,"6,299",2,16,,15.24,6,5,,,,2800,Quad core Processor ,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Ismart I1 Extreme (Blue, 16 GB)",,"6,299",2,16,,15.24,6,5,,,,2800,Quad core Processor ,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO R17 (Ambient Blue, 128 GB)",,"22,998",8,128,,16.26,6.4,16,,,,3500,Qualcomm Snapdragon 670 octa core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A70s (Prism Crush White, 128 GB)",4.2,"31,000",6,128,512,17.02,6.7,64,5,8,,4500,Qualcomm SM6150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO Reno 10x Zoom (Ocean Green, 128 GB)",4.5,"41,990",6,128,256,16.76,6.6,48,13,8,,4065,Qualcomm Snapdragon 855 Octa Core 2.8 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Nokia 2.3 (Sand, 32 GB)",4.1,"9,999",2,32,512,15.75,6.2,13,2,,,4000,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy S20 (Cloud Blue, 128 GB)",4.4,"70,499",8,128,1,15.75,6.2,64,12,12,,4000,Exynos 990 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi 9A (Midnight Black, 32 GB)",4.4,"8,125",2,32,,16.59,6.53,13,,,,5000,MediaTek Helio G25 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi 9A (Midnight Black, 32 GB)",4.4,"9,149",3,32,512,16.59,6.53,13,,,,5000,MediaTek Helio G25 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Coolpad Note 3S (White, 32 GB)",3.8,"6,419",3,32,32,13.97,5.5,13,,,,2500,Qualcomm Snapdragon Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A50 (White, 64 GB)",4.4,"18,999",6,64,512,16.26,6.4,25,5,8,,4000,Exynos 9610 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Panasonic Eluga Ray 610 (Black, 32 GB)",4.1,"10,990",3,32,512,15.8,6.22,13,2,,,4010,MediaTek Helio P22 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y66 (Crown Gold, 32 GB)",4.3,"14,990",3,32,256,13.97,5.5,13,,,,3000,MediaTek MT6750 64-bit Octa Core 1.5GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Nokia 3.1 Plus (Baltic, 32 GB)",4.2,"10,440",3,32,,15.24,6,13,,,,3500,Cortex A53 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"I Kall K 320 (Purple, 64 GB)",3.6,"6,699",4,64,,16.59,6.53,13,2,,,4000,Quad-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 4 (Black, 64 GB)",4.4,"13,999",4,64,128,13.97,5.5,13,,,,4100,Qualcomm Snapdragon 625 64-bit Octa Core 2GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Spinup A9 (Blue, 32 GB)",,"6,449",2,32,,15.82,6.23,8,,,,3000,Quad core Processor,https://rukminim1.flixcart.com/image/312/312/kevpwnk0/mobile/z/z/x/spinup-a9-a9-original-imafvgrzr3xgyjdx.jpeg?q=70
"Vivo V11 Pro (Starry Night Black, 64 GB)",4.5,"28,990",6,64,256,16.28,6.41,12,5,,,3400,2.0 GHz Qualcomm Snapdragon 660 AIE Processor,https://rukminim1.flixcart.com/image/312/312/jlph9jk0/mobile/x/e/z/vivo-v11-pro-1804-1814-original-imaf8ru5zqgwvg5s.jpeg?q=70
"Itel A22 Pro (Midnight Black, 16 GB)",4.1,"5,970",2,16,,12.7,5,5,,,,2400,Qualcomm Processor,https://rukminim1.flixcart.com/image/312/312/jqfinww0/mobile/6/q/r/itel-a22-pro-a22-pro-original-imafcg6k3ryefsen.jpeg?q=70
"Ismart I1 Dynamite (PRUPLE BLUE, 16 GB)",2.8,"4,999",2,16,64,12.7,5,5,,,,2800,Quad core Mediatek Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A21s (Black, 64 GB)",4.2,"16,499",6,64,512,16.51,6.5,48,8,2,2,5000,Exynos 850 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy S20+ (Cosmic Black, 128 GB)",4.5,"77,999",8,128,1,17.02,6.7,64,12,P,,4500,Exynos 990 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy Note 20 Ultra 5G (Mystic Bronze, 256 GB)",4.6,"1,04,999",12,256,1,17.53,6.9,108,12,12,,4500,Exynos Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Gionee F103 Pro (Grey, 16 GB)",3.9,"8,690",3,16,128,12.7,5,13,,,,2400,MT6735 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme 2 Pro (Black Sea, 128 GB)",4.5,"15,490",8,128,256,16,6.3,16,2,,,3500,Qualcomm Snapdragon 660 Octa Core 1.95GHz AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Micromax Canvas 2 2018 (Jet Black, 16 GB)",3.8,"7,345",2,16,64,14.48,5.7,13,,,,4000,MediaTek MT6737 Cortex-A53 64-bit Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy S10 (Prism White, 128 GB)",4.6,"52,990",8,128,512,15.49,6.1,16,12,,,3400,Exynos 9 9820 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y93 (Starry Black, 32 GB)",4.4,"13,990",4,32,256,15.8,6.22,13,2,,,4030,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO Reno4 Pro Special Edition (Galactic Blue, 128 GB)",4.3,"34,990",8,128,256,16.51,6.5,48,8,2,2,4000,Qualcomm Snapdragon 720G Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy M01 (Blue, 32 GB)",4.2,"8,596",3,32,512,14.48,5.7,13,2,,,4000,Qualcomm Snapdragon (SDM439) Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy Note 9 (Ocean Blue, 512 GB)",4.6,"93,000",8,512,512,16.26,6.4,12,12,,,4000,Exynos 9 Octa 8895 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO R17 Pro (Emerald Green, 128 GB)",4.1,"31,590",8,128,,16.26,6.4,12,20,,,3700,SDM710 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A30s (Prism Crush White, 64 GB)",4.3,"18,900",4,64,,16.26,6.4,25,5,8,,4000,Exynos 7904 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi 9 Prime (MintGreen, 64 GB)",4.4,"11,970",4,64,,16.59,6.53,13,,,,5020,MediaTek Helio G80 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Nokia 2.3 (Cyan Green, 32 GB)",4.1,"9,799",2,32,,15.75,6.2,13,2,,,4000,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 9 (Scarlet Red, 128 GB)",4.4,"13,999",4,128,512,16.59,6.53,48,,,,5020,MediaTek Helio G85 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y91i (Ocean Blue, 32 GB)",4.3,"8,990",3,32,256,15.8,6.22,13,,,,4030,MediaTek Helio P22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 7 Pro (Space Black, 64 GB)",4.5,"13,400",4,64,256,16,6.3,48,5,,,4000,Qualcomm Snapdragon 675 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo X21 (Black, 128 GB)",4.2,"36,990",6,128,256,15.95,6.28,12,5,,,3200,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi 10 (Twilight Grey, 256 GB)",4.3,"54,999",8,256,,16.94,6.67,108,13,2,2,4780,Qualcomm Snapdragon 865 Processor,https://rukminim1.flixcart.com/image/312/312/kdxfc7k0/mobile/6/f/h/mi-10-mzb9044in-original-imafuq92ausjrxaz.jpeg?q=70
"Infinix Hot S3X (Tradew Gray, 32 GB)",4.2,"10,999",3,32,128,15.75,6.2,13,2,,,4000,Qualcomm Snapdragon Octa-core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"ITEL A46 (FIERY RED, 32 GB)",4.1,"6,099",2,32,,13.84,5.45,8,,,,2400,Qualcomm Snapdragon 430 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Honor 9N (Midnight Black, 64 GB)",4.3,"15,999",4,64,256,14.83,5.84,13,2,,,3000,Kirin 659 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A50 (Blue, 64 GB)",4.4,"18,999",6,64,512,16.26,6.4,25,5,8,,4000,Exynos 9610 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO F9 Pro (Twilight Blue, 64 GB)",4.5,"18,990",6,64,256,16,6.3,16,2,,,3500,Mediatek Helio P60 Octacore 2.0 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A9 2020 (Vanilla Mint, 128 GB)",4.3,"17,990",8,128,256,16.56,6.52,48,8,2,2,5000,Qualcomm Snapdragon 665 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy S20+ (Cloud Blue, 128 GB)",4.5,"77,999",8,128,1,17.02,6.7,64,12,P,,4500,Exynos 990 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A3s (Purple, 32 GB)",4.3,"8,990",3,32,256,15.75,6.2,13,2,,,4230,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"LG G8X (Black, 128 GB)",4.4,"54,990",6,128,2,16.26,6.4,12,13,,,4000,Qualcomm Snapdragon™ 855 Octa-core  Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Lava Z70 (Gold, 16 GB)",3.7,"6,295",2,16,64,12.7,5,8,,,,2500,MediaTek MT6737 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 7 (Sapphire Blue, 64 GB)",4.5,"12,500",4,64,256,16,6.3,12,2,,,4000,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy M21 (Raven Black, 64 GB)",4.3,"15,188",4,64,512,16.26,6.4,48,8,5,,6000,Exynos 9611-Octa Core processor Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy S10 Lite (Prism Blue, 512 GB)",4.5,"47,999",8,512,1,17.02,6.7,48,12,5,,4500,Qualcomm Snapdragon 855 (SM8150) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A7 (Glaze Blue, 64 GB)",4.3,"16,990",3,64,256,15.75,6.2,13,2,,,4230,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Honor 9N (Midnight Black, 128 GB)",4.3,"19,999",4,128,256,14.83,5.84,13,2,,,3000,Kirin 659 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy A70s (Prism Crush Black, 128 GB)",4.2,"31,000",6,128,512,17.02,6.7,64,5,8,,4500,Qualcomm SM6150 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Google Pixel 3a (Clearly White, 64 GB)",4.5,"30,999",4,64,,14.22,5.6,12.2,,,,3000,Qualcomm Snapdragon 670 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Alcatel U5 HD (Metallic Gold, 16 GB)",3.6,"6,499",2,16,32,12.7,5,13,,,,2200,MTK6737 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo X50 Pro (Alpha Grey, 256 GB)",4.5,"49,990",8,256,,16.66,6.56,48,13,8,8,4315,Qualcomm Snapdragon 765G Processor,https://rukminim1.flixcart.com/image/312/312/kcm9t3k0/mobile/p/p/q/vivo-x50-pro-vivo-2006-original-imaftppahwbc6myx.jpeg?q=70
"Samsung Galaxy A51 (Haze Crush Silver, 128 GB)",4.4,"22,999",6,128,512,16.26,6.4,48,12,5,5,4000,Exynos 9611 Processor,https://rukminim1.flixcart.com/image/312/312/kcuug7k0/mobile/x/u/q/samsung-galaxy-a51-sm-a515fmswins-original-imaftw9cecyhye7d.jpeg?q=70
"Redmi Note 7 Pro (Neptune Blue, 64 GB)",4.4,"14,500",6,64,256,16,6.3,48,5,,,4000,Qualcomm Snapdragon 675 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Mi A2 (Red, 64 GB)",4.2,"12,900",4,64,,15.21,5.99,20,12,,,3010,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"VOTO V11 (Blue, 16 GB)",3.4,"4,190",2,16,,12.7,5,13,,,,3000,Spreadtrum 9832 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Moto One (Black, 64 GB)",4.1,"14,999",4,64,256,14.99,5.9,13,2,,,3000,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y81 (Black, 32 GB)",4.4,"13,990",3,32,256,15.49,6.1,13,,,,3260,MT6762 Octa Core (Helio P22) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 9 (Scarlet Red, 128 GB)",4.4,,4,128,,16.59,6.53,48,,,,5020,Mediatek Helio G85 octa core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Tecno Spark 5 (Orange, 32 GB)",4.3,"8,999",2,32,,16.76,6.6,13,,,,5000,MediaTek Helio A22 quad core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy On8 (Black, 64 GB)",4.4,"19,990",4,64,256,15.24,6,16,5,,,3500,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi K20 (Carbon Black, 128 GB)",4.5,"21,999",6,128,,16.23,6.39,48,13,8,,4000,Qualcomm Snapdragon 730 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Honor 8X (Blue, 64 GB)",4.4,"19,999",6,64,512,16.51,6.5,20,2,,,3750,2.2 GHz Kirin 710 Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 9 Pro Max (Glacier White, 128 GB)",4.4,"22,980",8,128,512,16.94,6.67,64,8,,,5020,Qualcomm Snapdragon 720G Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Coolpad Mega 5A (Gold, 16 GB)",3.8,"7,550",2,16,,13.84,5.45,8,,,,2500,Huawei Kirin 620 octa core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO F11 Pro (Thunder Black, 64 GB)",4.4,"16,990",6,64,256,16.51,6.5,48,5,,,4000,MediaTek Helio P70 Octa Core 2.1 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO A9 (Fluorite Purple, 128 GB)",4.4,"16,490",4,128,256,16.59,6.53,16,2,,,4020,MTK MT6771V (P70) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi 7 (Comet Blue, 32 GB)",4.3,"9,299",2,32,,15.9,6.26,12,,,,4000,Qualcomm Snapdragon 632 octa core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Google Pixel 3a (Just Black, 64 GB)",4.5,"30,999",4,64,,14.22,5.6,12.2,,,,3000,Qualcomm Snapdragon 670 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 7 (Onyx Black, 32 GB)",4.4,"11,250",3,32,256,16,6.3,12,2,,,4000,Qualcomm Snapdragon 660 AIE Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
Honor 8,4.4,"29,999",4,32,128,13.21,5.2,12,12,,,3000,ARM Hisilicon Kirin 950 - ARM Cortex A72 + ARM Cortex A53 Octa Core 2.3GHz Processor,https://rukminim1.flixcart.com/image/312/312/mobile/d/f/f/honor-8-frd-l02-original-imaema4zqyw5q2mv.jpeg?q=70
"POCO F1 (Steel Blue, 128 GB)",4.5,"18,999",6,128,256,15.7,6.18,12,5,,,4000,Qualcomm Snapdragon 845 Processor,https://rukminim1.flixcart.com/image/312/312/jl2m7ww0/mobile/f/z/x/xiaomi-pocophone-f1-na-original-imaf8afka7srhfwq.jpeg?q=70
"HTC U11 (Solar Red, 128 GB)",4.6,"53,990",6,128,,13.97,5.5,12,,,,3000,Qualcomm Snapdragon 835 64-bit Processor,https://rukminim1.flixcart.com/image/312/312/j7f2qvk0/mobile/m/h/w/htc-u11-na-original-imaexz4x7xmgqsyg.jpeg?q=70
"Redmi Note 7 Pro (Space Black, 64 GB)",4.4,"14,500",6,64,256,16,6.3,48,5,,,4000,Qualcomm Snapdragon 675 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Panasonic Eluga Ray 700 (Champagne Gold, 32 GB)",3.6,"8,999",3,32,128,13.97,5.5,13,,,,5000,Mediatek MTK6753 Octa Core 1.3GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Honor 6 Plus (Black, 32 GB)",3.9,"26,499",3,32,128,13.97,5.5,8,8,,,3600,Hisilicon Kirin 925 Cortex-A15 + Cortex-A7 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo V9 (Sapphire Blue, 64 GB)",4.5,"23,990",4,64,256,16,6.3,16,5,,,3260,Qualcomm Snapdragon 626 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 5 (Rose Gold, 32 GB)",4.4,"11,499",3,32,128,15.21,5.99,12,,,,4000,Qualcomm Snapdragon 625 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Infinix Hot 8 (Quetzal Cyan, 64 GB)",4.5,"8,499",4,64,,16.56,6.52,13,2,,,5000,Helio P22 (MTK6762) Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Realme C2 (Diamond Blue, 16 GB)",4.4,"6,499",2,16,256,15.49,6.1,13,2,,,4000,MediaTek P22 Octa Core 2.0 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Nokia 2.3 (Cyan Green, 32 GB)",4.1,"8,749",2,32,512,15.75,6.2,13,2,,,4000,MediaTek Helio A22 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi Note 7 Pro (Neptune Blue, 128 GB)",4.4,"16,310",6,128,256,16,6.3,48,5,,,4000,Qualcomm Snapdragon 675 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo V7+ (Gold, 64 GB)",4.4,"22,221",4,64,256,15.21,5.99,16,,,,3225,Qualcomm Snapdragon 450 Octa Core 1.8 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo V9 Youth (Black, 32 GB)",4.4,"16,990",4,32,256,16,6.3,16,2,,,3260,Qualcomm Snapdragon 450 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo NEX (Black, 128 GB)",4.2,"23,990",8,128,,16.74,6.59,12,5,,,4000,Qualcomm Snapdragon 845 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy M11 (Violet, 64 GB)",4.2,"13,200",4,64,512,16.26,6.4,13,5,2,,5000,Qualcomm Snapdragon (SDM450-F01) Octa Core Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Redmi K20 (Pearl White, 128 GB)",4.5,"21,999",6,128,,16.23,6.39,48,13,8,,4000,Qualcomm Snapdragon 730 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Panasonic ELUGA I6 (Black, 16 GB)",3.7,"5,999",2,16,256,13.84,5.45,8,,,,3000,MediaTek Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"OPPO Reno2 Z (Sky White, 256 GB)",4.5,"26,989",8,256,256,16.51,6.5,48,8,2,2,4000,MediaTek Helio P90 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Samsung Galaxy M30s (Black, 64 GB)",4.3,"15,500",4,64,512,16.26,6.4,48,,,,6000,Exynos 9611 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Vivo Y95 (Nebula Purple, 64 GB)",4.4,"15,490",4,64,256,15.8,6.22,13,2,,,4030,Qualcomm Snapdragon 439 Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
"Celkon Diamond U (Gold, 16 GB)",3.6,"6,499",2,16,32,12.7,5,8,,,,2500,Cortex-A7 Processor,https://rukminim1.flixcart.com/image/312/312/j33br0w0/mobile/u/z/e/celkon-diamond-u-diamond-u-2-ram-16-rom-original-imaeu58sqtfmawqs.jpeg?q=70
"Samsung Galaxy S10 (Prism White, 512 GB)",4.6,"76,900",8,512,512,15.49,6.1,16,12,,,3400,Exynos 9 9820 Processor,https://rukminim1.flixcart.com/image/312/312/jsdj8nk0/mobile/5/y/g/samsung-galaxy-s10-sm-g973fzwgins-original-imafdys4hrndgfzm.jpeg?q=70
"Yu Yunique 2 Plus (Champagne, 16 GB)",3.8,"6,699",3,16,64,12.7,5,13,,,,2500,MediaTek MT6737 Quad Core 1.3 GHz Processor,https://img1a.flixcart.com/www/linchpin/fk-cp-zion/img/placeholder_9951d0.svg
